household_id,division_id,my_needs_segment,persona,facts_seg,ecom_ind,rewards_engaged,email_flag,push_flag,sms_flag,pre_weekly_net_sales,channel_mix
1003613,7,Chasing_Price,Family,Loyal,0,1,1,0,1,138.83,5.Email+SMS
1003614,4,Scratch_Foodies,Family,Lapsing,1,1,1,1,0,40.14,4.Email+Push
1003615,5,Healthy_Foodies,Family,Loyal,0,0,1,1,0,92.35,4.Email+Push
1003616,2,Easy_Shopping,Value,Occasional,0,0,0,1,1,56.18,6.Push+SMS
1003617,1,Easy_Shopping,Convenience,Occasional,0,0,0,1,0,3.65,2.Push-only
1003618,2,Easy_Eating,Value,Lapsing,1,0,1,0,0,21.04,1.Email-only
1003619,8,Healthy_Foodies,Convenience,New,0,1,1,1,0,74.33,4.Email+Push
1003620,4,Easy_Eating,Convenience,New,1,0,1,0,0,20.73,1.Email-only
1003621,2,Easy_Eating,Value,Occasional,0,1,1,0,0,84.25,1.Email-only
1003622,3,Chasing_Price,Convenience,Occasional,0,1,1,1,0,104.37,4.Email+Push
1003623,6,Easy_Eating,Value,New,0,0,1,0,0,13.5,1.Email-only
1003624,5,Easy_Eating,Convenience,Occasional,0,0,1,1,0,42.14,4.Email+Push
1003625,4,Easy_Eating,Family,Lapsing,1,1,1,0,0,112.93,1.Email-only
1003626,7,Easy_Shopping,Family,New,0,1,1,1,1,32.36,7.Email+Push+SMS
1003627,5,Scratch_Foodies,Premium,Loyal,0,1,1,1,0,51.79,4.Email+Push
1003628,4,Chasing_Price,Convenience,Loyal,0,1,1,0,0,30.65,1.Email-only
1003629,1,Easy_Shopping,Value,Occasional,1,0,0,1,0,6.56,2.Push-only
1003630,1,Easy_Shopping,Premium,Loyal,1,0,1,0,1,98.92,5.Email+SMS
1003631,8,Easy_Shopping,Convenience,Lapsing,0,1,1,1,0,45.19,4.Email+Push
1003632,4,One_Stop_Low_Price,Family,Loyal,0,1,1,0,0,54.64,1.Email-only
1003633,3,Easy_Shopping,Wellness,Lapsing,0,1,0,1,0,62.89,2.Push-only
1003634,4,Chasing_Price,Value,Occasional,1,1,1,0,0,41.45,1.Email-only
1003635,1,Scratch_Foodies,Convenience,Occasional,0,0,1,0,1,20.2,5.Email+SMS
1003636,6,Easy_Shopping,Convenience,Loyal,1,1,1,0,0,92.06,1.Email-only
1003637,2,Chasing_Price,Convenience,New,0,0,1,1,0,63.5,4.Email+Push
1003639,3,Easy_Eating,Family,Occasional,0,1,1,1,0,88.6,4.Email+Push
1003641,1,Scratch_Foodies,Family,Loyal,1,1,1,0,0,449.94,1.Email-only
1003643,1,Easy_Eating,Family,Loyal,0,0,1,0,0,41.44,1.Email-only
1003644,1,Chasing_Price,Family,Loyal,1,1,1,0,0,78.38,1.Email-only
1003645,5,Scratch_Foodies,Convenience,Occasional,1,1,1,1,0,48.55,4.Email+Push
1003646,2,Healthy_Foodies,Premium,Loyal,1,0,1,1,0,49.7,4.Email+Push
1003647,3,One_Stop_Low_Price,Value,Loyal,1,1,1,1,0,35.13,4.Email+Push
1003648,2,Easy_Eating,Convenience,Occasional,1,1,1,0,0,59.8,1.Email-only
1003649,6,Easy_Shopping,Wellness,Lapsing,1,0,1,1,0,25.14,4.Email+Push
1003650,2,Easy_Eating,Wellness,Lapsing,0,1,1,0,0,58.01,1.Email-only
1003651,2,Easy_Shopping,Value,Loyal,0,1,0,1,0,60.19,2.Push-only
1003652,2,One_Stop_Low_Price,Family,Occasional,1,0,1,0,0,22.55,1.Email-only
1003653,1,Chasing_Price,Wellness,Occasional,1,1,1,0,0,10.26,1.Email-only
1003654,2,Chasing_Price,Wellness,Occasional,1,1,1,1,1,28.41,7.Email+Push+SMS
1003655,1,Scratch_Foodies,Convenience,Loyal,0,1,1,1,0,16.61,4.Email+Push
1003656,1,Chasing_Price,Convenience,New,0,0,1,0,1,39.33,5.Email+SMS
1003657,3,Chasing_Price,Convenience,Occasional,0,0,1,0,0,21.2,1.Email-only
1003658,7,Healthy_Foodies,Convenience,Loyal,0,1,1,0,0,113.27,1.Email-only
1003659,1,Chasing_Price,Convenience,Loyal,1,1,1,0,0,16.41,1.Email-only
1003660,2,Easy_Shopping,Value,Occasional,0,1,1,0,0,42.25,1.Email-only
1003661,7,Chasing_Price,Family,Occasional,0,0,0,1,1,19.91,6.Push+SMS
1003662,7,Easy_Eating,Value,Occasional,0,1,1,0,0,57.59,1.Email-only
1003663,5,Easy_Eating,Wellness,Loyal,0,1,1,1,0,49.26,4.Email+Push
1003664,2,Easy_Eating,Family,Occasional,0,0,1,0,0,151.94,1.Email-only
1003665,3,Scratch_Foodies,Convenience,Occasional,1,0,1,0,0,16.48,1.Email-only
1003666,2,One_Stop_Low_Price,Wellness,Lapsing,0,0,0,1,0,20.46,2.Push-only
1003667,1,Chasing_Price,Convenience,Loyal,0,1,1,1,1,9.82,7.Email+Push+SMS
1003668,3,Scratch_Foodies,Family,Occasional,0,1,1,0,0,53.97,1.Email-only
1003669,4,Easy_Eating,Family,New,1,0,1,1,0,21.59,4.Email+Push
1003670,2,Scratch_Foodies,Value,Loyal,1,1,1,0,0,48.94,1.Email-only
1003671,4,Healthy_Foodies,Wellness,Occasional,1,0,1,0,0,34.59,1.Email-only
1003672,2,Easy_Eating,Family,Loyal,0,0,1,1,1,94.24,7.Email+Push+SMS
1003673,2,Healthy_Foodies,Family,Occasional,1,1,0,0,1,82.17,3.SMS-only
1003674,5,Chasing_Price,Wellness,Loyal,0,1,1,0,0,10.47,1.Email-only
1003675,7,Easy_Shopping,Value,Occasional,0,1,1,0,0,6.26,1.Email-only
1003676,2,Easy_Eating,Family,Occasional,1,0,1,0,0,13.13,1.Email-only
1003677,4,Healthy_Foodies,Value,Occasional,0,1,0,1,0,72.42,2.Push-only
1003678,2,Easy_Shopping,Family,Loyal,0,0,1,0,0,35.58,1.Email-only
1003679,1,Scratch_Foodies,Family,Lapsing,1,1,1,1,0,58.7,4.Email+Push
1003680,5,Easy_Eating,Premium,Loyal,0,1,1,0,0,86.19,1.Email-only
1003681,1,Easy_Eating,Family,Loyal,0,1,1,1,0,24.3,4.Email+Push
1003683,3,Easy_Shopping,Convenience,New,1,0,1,0,0,141.95,1.Email-only
1003685,1,Chasing_Price,Convenience,Occasional,1,1,1,1,1,25.46,7.Email+Push+SMS
1003686,2,Chasing_Price,Convenience,Loyal,0,1,1,0,0,6.7,1.Email-only
1003687,7,Healthy_Foodies,Convenience,Occasional,0,0,1,1,0,63.0,4.Email+Push
1003688,4,Scratch_Foodies,Value,Occasional,0,0,1,0,0,10.41,1.Email-only
1003689,3,One_Stop_Low_Price,Wellness,New,0,1,1,1,0,21.19,4.Email+Push
1003690,1,Easy_Shopping,Family,New,0,1,1,0,0,53.94,1.Email-only
1003691,4,Healthy_Foodies,Convenience,Loyal,0,1,1,0,0,44.4,1.Email-only
1003692,1,One_Stop_Low_Price,Wellness,Lapsing,0,1,1,1,0,66.38,4.Email+Push
1003693,4,Easy_Eating,Wellness,Loyal,0,0,0,0,1,85.6,3.SMS-only
1003694,5,One_Stop_Low_Price,Family,New,0,0,1,0,0,38.21,1.Email-only
1003695,3,Chasing_Price,Family,Loyal,0,1,0,0,1,138.81,3.SMS-only
1003696,2,Easy_Shopping,Convenience,Occasional,0,1,1,0,0,28.09,1.Email-only
1003698,1,Healthy_Foodies,Value,Occasional,1,0,1,0,0,70.92,1.Email-only
1003699,3,Easy_Eating,Premium,Loyal,1,1,1,1,1,35.86,7.Email+Push+SMS
1003700,7,Easy_Eating,Family,Loyal,0,1,1,0,0,30.16,1.Email-only
1003701,2,Healthy_Foodies,Convenience,Loyal,0,1,1,0,0,27.17,1.Email-only
1003702,4,Healthy_Foodies,Convenience,Loyal,0,0,1,0,0,31.9,1.Email-only
1003703,5,Chasing_Price,Wellness,New,0,1,1,1,0,38.95,4.Email+Push
1003704,1,Scratch_Foodies,Convenience,Occasional,0,0,1,0,0,45.75,1.Email-only
1003705,1,Easy_Eating,Value,Occasional,0,1,1,0,0,27.43,1.Email-only
1003706,2,Easy_Shopping,Family,New,0,1,1,1,0,56.13,4.Email+Push
1003707,5,Healthy_Foodies,Family,New,0,1,1,1,0,216.42,4.Email+Push
1003708,3,Easy_Shopping,Value,Occasional,1,0,0,0,1,28.22,3.SMS-only
1003709,5,Easy_Shopping,Wellness,New,0,0,1,0,0,24.61,1.Email-only
1003710,6,Easy_Shopping,Value,Loyal,1,1,1,0,1,45.26,5.Email+SMS
1003711,5,Easy_Eating,Convenience,Loyal,1,1,1,0,0,52.73,1.Email-only
1003712,8,Easy_Eating,Convenience,Occasional,1,0,1,0,0,127.23,1.Email-only
1003713,5,Easy_Eating,Value,Loyal,0,1,1,1,0,55.25,4.Email+Push
1003714,6,One_Stop_Low_Price,Premium,Occasional,1,1,1,1,0,29.81,4.Email+Push
1003715,6,Healthy_Foodies,Convenience,Occasional,0,1,1,0,0,64.69,1.Email-only
1003716,5,Easy_Shopping,Convenience,Loyal,0,1,1,0,0,15.53,1.Email-only
1003717,6,Healthy_Foodies,Value,Loyal,0,1,1,0,0,97.37,1.Email-only
1003718,7,Chasing_Price,Value,Loyal,1,1,1,0,0,139.9,1.Email-only
1003719,3,Chasing_Price,Convenience,Loyal,1,0,1,0,1,22.85,5.Email+SMS
1003720,4,Easy_Eating,Convenience,Loyal,0,1,1,1,0,84.69,4.Email+Push
1003721,3,Healthy_Foodies,Family,New,1,1,1,1,0,53.19,4.Email+Push
1003722,6,Easy_Eating,Value,Lapsing,0,1,1,0,0,75.8,1.Email-only
1003723,3,Healthy_Foodies,Convenience,New,0,1,1,0,1,23.25,5.Email+SMS
1003724,6,Chasing_Price,Value,New,1,1,1,1,0,13.99,4.Email+Push
1003725,6,Scratch_Foodies,Value,Loyal,0,1,0,0,1,58.35,3.SMS-only
1003726,8,Easy_Eating,Value,Loyal,0,1,1,1,0,26.69,4.Email+Push
1003727,2,Easy_Eating,Family,Occasional,1,1,1,0,1,159.95,5.Email+SMS
1003728,5,Easy_Eating,Family,Loyal,1,1,1,1,0,111.74,4.Email+Push
1003729,5,Scratch_Foodies,Convenience,Occasional,1,0,1,1,0,53.89,4.Email+Push
1003730,7,Easy_Eating,Value,Loyal,1,0,1,0,1,9.89,5.Email+SMS
1003731,7,Scratch_Foodies,Value,Occasional,0,1,1,1,0,99.35,4.Email+Push
1003732,4,Healthy_Foodies,Family,New,0,1,1,0,1,139.76,5.Email+SMS
1003734,1,Healthy_Foodies,Convenience,Lapsing,0,0,0,1,0,45.71,2.Push-only
1003735,8,Chasing_Price,Family,Lapsing,0,0,1,0,0,39.35,1.Email-only
1003736,2,Chasing_Price,Family,New,0,0,1,1,1,66.56,7.Email+Push+SMS
1003737,5,Healthy_Foodies,Value,Lapsing,0,0,0,0,1,85.33,3.SMS-only
1003739,3,Easy_Shopping,Family,Loyal,1,0,1,1,0,21.79,4.Email+Push
1003740,2,One_Stop_Low_Price,Value,Occasional,0,1,1,1,1,37.56,7.Email+Push+SMS
1003741,1,One_Stop_Low_Price,Premium,New,0,1,1,1,1,90.25,7.Email+Push+SMS
1003742,6,Chasing_Price,Wellness,New,1,1,1,1,0,8.83,4.Email+Push
1003743,3,Scratch_Foodies,Convenience,Loyal,0,0,1,0,0,77.13,1.Email-only
1003744,1,Chasing_Price,Premium,Loyal,0,1,1,0,0,221.41,1.Email-only
1003745,5,Easy_Shopping,Family,New,1,0,1,0,0,67.27,1.Email-only
1003746,2,Easy_Shopping,Convenience,Occasional,1,1,1,1,1,15.69,7.Email+Push+SMS
1003747,7,Chasing_Price,Wellness,Lapsing,1,1,1,0,0,32.81,1.Email-only
1003748,2,Chasing_Price,Value,Loyal,0,1,1,0,0,75.21,1.Email-only
1003749,1,Easy_Eating,Family,Loyal,1,1,1,1,1,50.87,7.Email+Push+SMS
1003750,1,One_Stop_Low_Price,Premium,Occasional,1,1,1,1,0,49.68,4.Email+Push
1003751,3,Easy_Eating,Value,Occasional,0,0,1,0,1,64.17,5.Email+SMS
1003752,3,Easy_Eating,Wellness,Loyal,0,1,1,0,0,119.59,1.Email-only
1003753,5,Easy_Eating,Value,New,0,0,1,1,1,38.18,7.Email+Push+SMS
1003755,2,Healthy_Foodies,Value,Occasional,0,1,1,0,1,70.35,5.Email+SMS
1003756,2,One_Stop_Low_Price,Wellness,Lapsing,0,0,1,1,0,18.33,4.Email+Push
1003757,2,Easy_Shopping,Wellness,Lapsing,0,0,1,1,1,224.67,7.Email+Push+SMS
1003758,7,Scratch_Foodies,Wellness,New,0,0,1,1,0,15.67,4.Email+Push
1003759,1,Easy_Eating,Family,Lapsing,0,1,1,0,1,166.7,5.Email+SMS
1003760,8,Healthy_Foodies,Value,Occasional,1,1,1,1,0,154.88,4.Email+Push
1003761,2,Easy_Shopping,Convenience,Loyal,0,1,1,0,0,55.79,1.Email-only
1003762,1,Easy_Eating,Wellness,Loyal,0,1,1,0,1,57.93,5.Email+SMS
1003763,2,Healthy_Foodies,Convenience,Lapsing,0,0,1,0,0,9.55,1.Email-only
1003764,1,Scratch_Foodies,Convenience,Lapsing,0,0,1,0,0,119.17,1.Email-only
1003765,5,Easy_Shopping,Value,Loyal,0,1,1,0,1,22.07,5.Email+SMS
1003766,3,One_Stop_Low_Price,Premium,Lapsing,1,0,1,0,0,26.03,1.Email-only
1003767,2,Chasing_Price,Family,New,1,0,1,0,0,40.51,1.Email-only
1003768,4,Easy_Eating,Value,Occasional,1,0,1,0,1,19.92,5.Email+SMS
1003769,4,One_Stop_Low_Price,Family,Lapsing,1,0,1,0,1,70.33,5.Email+SMS
1003770,7,One_Stop_Low_Price,Family,New,1,1,1,0,0,25.22,1.Email-only
1003771,8,Chasing_Price,Family,New,0,0,1,0,0,21.01,1.Email-only
1003772,5,Easy_Eating,Wellness,Loyal,1,0,1,0,1,25.06,5.Email+SMS
1003773,6,Healthy_Foodies,Wellness,Occasional,0,1,1,0,0,21.55,1.Email-only
1003774,6,Scratch_Foodies,Premium,Occasional,1,0,1,0,0,244.42,1.Email-only
1003775,3,Easy_Eating,Convenience,Lapsing,1,1,1,0,0,57.85,1.Email-only
1003777,1,Healthy_Foodies,Convenience,Occasional,0,1,1,0,1,85.1,5.Email+SMS
1003778,5,Scratch_Foodies,Value,Lapsing,0,0,1,1,0,99.9,4.Email+Push
1003779,8,Chasing_Price,Convenience,Loyal,0,0,1,1,0,151.39,4.Email+Push
1003780,1,Chasing_Price,Value,Occasional,0,0,1,1,1,14.86,7.Email+Push+SMS
1003781,6,Easy_Shopping,Convenience,Loyal,0,1,1,0,1,48.99,5.Email+SMS
1003782,7,Scratch_Foodies,Family,Loyal,1,0,1,1,0,22.36,4.Email+Push
1003783,2,Healthy_Foodies,Family,Loyal,0,0,1,0,0,123.27,1.Email-only
1003784,3,Easy_Eating,Family,Loyal,1,1,1,0,1,67.73,5.Email+SMS
1003785,7,Easy_Eating,Convenience,Occasional,1,1,1,0,1,222.11,5.Email+SMS
1003786,8,Easy_Eating,Family,Loyal,1,0,1,0,0,32.81,1.Email-only
1003787,1,Easy_Eating,Convenience,Loyal,1,0,1,0,0,105.2,1.Email-only
1003788,2,Chasing_Price,Value,Loyal,1,0,1,1,1,76.28,7.Email+Push+SMS
1003789,5,Easy_Eating,Convenience,Occasional,0,1,1,1,0,12.21,4.Email+Push
1003790,2,Scratch_Foodies,Family,Occasional,0,1,1,0,0,123.84,1.Email-only
1003791,2,Easy_Eating,Convenience,New,1,1,1,1,0,22.74,4.Email+Push
1003792,1,One_Stop_Low_Price,Premium,Loyal,1,0,1,0,0,127.7,1.Email-only
1003793,1,Easy_Eating,Convenience,Occasional,0,1,1,1,0,64.76,4.Email+Push
1003794,4,Healthy_Foodies,Convenience,Loyal,1,1,1,0,0,52.86,1.Email-only
1003795,4,Scratch_Foodies,Wellness,New,0,1,0,1,0,16.35,2.Push-only
1003797,5,Easy_Eating,Convenience,Occasional,0,1,1,1,1,64.4,7.Email+Push+SMS
1003798,3,Scratch_Foodies,Wellness,Loyal,0,1,1,1,0,29.06,4.Email+Push
1003799,2,Scratch_Foodies,Convenience,Occasional,1,1,1,1,0,38.63,4.Email+Push
1003801,1,Easy_Shopping,Value,Occasional,1,0,1,0,0,62.45,1.Email-only
1003802,2,Healthy_Foodies,Premium,Loyal,0,1,0,0,1,148.53,3.SMS-only
1003803,1,Healthy_Foodies,Value,Loyal,1,1,1,0,0,32.48,1.Email-only
1003804,1,Easy_Eating,Value,Loyal,0,1,1,0,1,62.29,5.Email+SMS
1003805,1,Easy_Eating,Convenience,Loyal,1,1,1,1,0,27.26,4.Email+Push
1003806,4,Chasing_Price,Wellness,New,0,0,1,0,0,66.05,1.Email-only
1003807,4,Easy_Eating,Convenience,Occasional,0,1,0,0,1,14.76,3.SMS-only
1003809,6,Easy_Eating,Convenience,Loyal,1,0,1,1,0,23.87,4.Email+Push
1003810,4,Easy_Shopping,Convenience,Loyal,1,0,1,0,1,49.58,5.Email+SMS
1003811,1,Easy_Shopping,Convenience,Loyal,0,1,1,1,1,15.3,7.Email+Push+SMS
1003812,4,Scratch_Foodies,Value,Occasional,0,1,0,1,0,175.9,2.Push-only
1003813,1,One_Stop_Low_Price,Convenience,Loyal,1,0,1,1,0,180.08,4.Email+Push
1003814,3,One_Stop_Low_Price,Convenience,Loyal,1,1,0,0,1,85.25,3.SMS-only
1003815,3,Easy_Eating,Convenience,Lapsing,1,1,0,1,0,98.02,2.Push-only
1003816,3,Healthy_Foodies,Convenience,Loyal,0,1,1,1,0,34.01,4.Email+Push
1003817,2,Chasing_Price,Convenience,Occasional,0,1,1,1,0,58.65,4.Email+Push
1003818,5,Easy_Eating,Family,Loyal,1,1,1,0,1,51.1,5.Email+SMS
1003819,6,Easy_Eating,Family,New,0,0,0,1,0,17.48,2.Push-only
1003821,4,Healthy_Foodies,Family,Occasional,0,1,1,0,0,338.54,1.Email-only
1003823,1,Easy_Shopping,Value,Occasional,1,1,1,1,0,214.62,4.Email+Push
1003824,5,Scratch_Foodies,Family,Loyal,1,0,1,0,0,491.79,1.Email-only
1003825,4,Scratch_Foodies,Family,Occasional,1,0,1,1,1,10.9,7.Email+Push+SMS
1003826,2,One_Stop_Low_Price,Premium,Loyal,0,1,1,1,1,10.47,7.Email+Push+SMS
1003827,2,Healthy_Foodies,Value,Loyal,0,0,1,1,0,30.05,4.Email+Push
1003828,7,Easy_Shopping,Value,Lapsing,1,1,1,0,0,48.88,1.Email-only
1003829,4,Easy_Eating,Value,Occasional,1,0,1,0,0,61.37,1.Email-only
1003830,3,One_Stop_Low_Price,Family,Lapsing,0,1,1,0,1,21.71,5.Email+SMS
1003831,4,Healthy_Foodies,Family,New,0,1,1,0,0,136.01,1.Email-only
1003832,3,Healthy_Foodies,Family,Loyal,0,0,1,1,0,74.05,4.Email+Push
1003833,3,One_Stop_Low_Price,Wellness,New,0,1,1,1,1,79.15,7.Email+Push+SMS
1003834,2,Easy_Shopping,Wellness,Occasional,0,0,1,0,0,53.77,1.Email-only
1003836,5,Easy_Eating,Family,New,1,1,1,1,0,192.09,4.Email+Push
1003837,1,Chasing_Price,Value,Loyal,1,1,0,1,0,10.43,2.Push-only
1003838,6,Easy_Shopping,Family,Occasional,0,1,1,0,1,60.0,5.Email+SMS
1003839,2,Easy_Shopping,Wellness,Loyal,1,1,1,1,0,16.23,4.Email+Push
1003840,5,Easy_Eating,Convenience,Occasional,0,1,1,0,1,33.78,5.Email+SMS
1003841,4,Easy_Shopping,Convenience,Occasional,1,1,1,0,0,26.58,1.Email-only
1003842,4,Healthy_Foodies,Premium,Occasional,1,1,1,1,0,20.56,4.Email+Push
1003843,4,One_Stop_Low_Price,Value,Occasional,0,1,1,0,0,111.61,1.Email-only
1003844,8,Easy_Shopping,Convenience,Occasional,0,0,1,0,0,12.27,1.Email-only
1003846,5,Easy_Eating,Convenience,Occasional,0,1,1,0,1,11.1,5.Email+SMS
1003847,5,One_Stop_Low_Price,Family,New,0,0,1,1,0,24.26,4.Email+Push
1003848,2,One_Stop_Low_Price,Family,Lapsing,0,1,1,0,0,26.18,1.Email-only
1003849,2,Chasing_Price,Convenience,Occasional,0,0,0,1,0,12.61,2.Push-only
1003851,2,Easy_Shopping,Convenience,Loyal,1,1,1,0,1,16.43,5.Email+SMS
1003852,2,One_Stop_Low_Price,Convenience,New,0,1,1,1,0,33.2,4.Email+Push
1003853,3,Scratch_Foodies,Convenience,Occasional,1,1,1,1,0,100.55,4.Email+Push
1003855,2,Easy_Eating,Family,Loyal,0,0,0,1,0,55.1,2.Push-only
1003856,6,Easy_Eating,Value,Loyal,0,1,1,1,0,34.69,4.Email+Push
1003857,3,Chasing_Price,Family,Occasional,0,1,1,0,1,73.19,5.Email+SMS
1003858,5,Easy_Shopping,Value,Lapsing,0,1,1,0,0,44.01,1.Email-only
1003859,1,Healthy_Foodies,Value,Occasional,1,0,1,0,0,110.95,1.Email-only
1003860,3,Chasing_Price,Convenience,Occasional,1,1,1,0,1,25.29,5.Email+SMS
1003861,1,Easy_Eating,Convenience,Occasional,1,0,1,0,0,55.69,1.Email-only
1003862,5,One_Stop_Low_Price,Premium,Loyal,1,1,0,1,0,94.15,2.Push-only
1003864,7,Easy_Eating,Family,Occasional,0,1,1,1,0,224.27,4.Email+Push
1003865,2,Easy_Eating,Premium,Occasional,0,0,1,0,0,34.29,1.Email-only
1003866,4,One_Stop_Low_Price,Family,Loyal,0,0,1,1,0,44.14,4.Email+Push
1003868,4,Easy_Shopping,Value,Lapsing,1,1,1,0,0,75.48,1.Email-only
1003869,3,One_Stop_Low_Price,Value,Loyal,1,1,1,0,0,14.58,1.Email-only
1003870,2,One_Stop_Low_Price,Premium,Occasional,0,0,0,1,0,171.24,2.Push-only
1003871,1,Easy_Eating,Wellness,Loyal,1,1,1,0,0,24.7,1.Email-only
1003872,1,Easy_Shopping,Premium,Occasional,1,1,1,1,0,131.08,4.Email+Push
1003873,1,One_Stop_Low_Price,Wellness,New,1,0,1,1,0,40.42,4.Email+Push
1003874,8,Easy_Eating,Convenience,Loyal,1,1,0,1,0,89.96,2.Push-only
1003876,1,Scratch_Foodies,Premium,Lapsing,0,0,1,0,0,194.73,1.Email-only
1003877,7,Easy_Eating,Value,New,0,1,1,0,0,64.15,1.Email-only
1003878,1,Healthy_Foodies,Premium,Lapsing,0,1,0,0,1,50.6,3.SMS-only
1003879,3,Easy_Eating,Convenience,New,0,1,1,0,0,44.96,1.Email-only
1003880,5,Easy_Eating,Value,Loyal,1,0,1,1,1,14.82,7.Email+Push+SMS
1003881,7,Easy_Eating,Wellness,New,1,1,1,0,0,116.23,1.Email-only
1003882,5,Healthy_Foodies,Convenience,Lapsing,0,1,1,0,0,44.65,1.Email-only
1003883,3,Chasing_Price,Wellness,Occasional,0,1,1,1,0,40.9,4.Email+Push
1003885,1,One_Stop_Low_Price,Family,Occasional,0,0,1,1,0,26.62,4.Email+Push
1003886,8,Scratch_Foodies,Value,Loyal,0,0,1,0,0,37.9,1.Email-only
1003887,6,Scratch_Foodies,Value,New,0,0,1,0,0,235.97,1.Email-only
1003888,7,Easy_Eating,Value,Occasional,1,1,1,1,0,53.49,4.Email+Push
1003889,2,Healthy_Foodies,Family,Loyal,0,1,0,0,1,22.92,3.SMS-only
1003890,1,Scratch_Foodies,Convenience,New,1,1,0,1,0,65.32,2.Push-only
1003891,4,One_Stop_Low_Price,Value,New,1,1,1,0,0,74.83,1.Email-only
1003892,3,Chasing_Price,Convenience,Occasional,1,1,1,0,0,45.89,1.Email-only
1003893,3,Easy_Shopping,Family,New,1,1,1,1,0,71.91,4.Email+Push
1003894,7,One_Stop_Low_Price,Convenience,Loyal,0,0,1,1,0,23.5,4.Email+Push
1003895,4,Easy_Shopping,Value,Loyal,0,1,1,0,1,74.91,5.Email+SMS
1003896,2,Scratch_Foodies,Value,Lapsing,0,1,1,1,0,81.74,4.Email+Push
1003898,1,Easy_Shopping,Convenience,Loyal,0,0,1,0,0,53.13,1.Email-only
1003899,1,Easy_Eating,Family,New,1,0,0,0,1,12.08,3.SMS-only
1003900,1,One_Stop_Low_Price,Convenience,Occasional,0,1,1,0,0,24.57,1.Email-only
1003901,6,Scratch_Foodies,Value,Loyal,0,0,1,0,0,23.98,1.Email-only
1003902,5,Healthy_Foodies,Wellness,Loyal,0,0,1,1,0,12.34,4.Email+Push
1003903,3,One_Stop_Low_Price,Value,Lapsing,0,1,1,0,0,31.68,1.Email-only
1003904,2,Easy_Eating,Value,New,1,0,1,0,0,385.99,1.Email-only
1003905,5,One_Stop_Low_Price,Convenience,New,1,0,1,0,0,41.18,1.Email-only
1003906,6,Scratch_Foodies,Family,Occasional,0,1,1,1,0,18.13,4.Email+Push
1003907,7,Healthy_Foodies,Value,Occasional,0,1,1,1,0,107.25,4.Email+Push
1003908,4,Scratch_Foodies,Value,Loyal,0,0,1,0,0,179.48,1.Email-only
1003909,6,Easy_Eating,Value,Occasional,0,0,1,0,0,27.25,1.Email-only
1003910,3,One_Stop_Low_Price,Convenience,Loyal,0,0,1,0,0,136.42,1.Email-only
1003911,3,Easy_Shopping,Convenience,Lapsing,0,0,1,0,0,34.38,1.Email-only
1003912,6,Chasing_Price,Premium,New,0,0,1,1,0,50.2,4.Email+Push
1003913,3,One_Stop_Low_Price,Family,New,1,0,0,1,0,108.65,2.Push-only
1003914,3,Easy_Eating,Convenience,Occasional,0,1,1,1,1,105.63,7.Email+Push+SMS
1003915,2,Chasing_Price,Value,New,0,1,1,0,0,141.84,1.Email-only
1003916,3,Easy_Shopping,Value,New,0,1,1,1,0,10.81,4.Email+Push
1003917,4,Easy_Eating,Convenience,New,1,1,0,1,0,28.7,2.Push-only
1003918,4,Easy_Eating,Value,Loyal,1,0,1,0,0,23.12,1.Email-only
1003920,2,Healthy_Foodies,Family,Occasional,0,1,0,1,0,288.6,2.Push-only
1003921,6,Chasing_Price,Convenience,Lapsing,0,1,1,1,0,13.82,4.Email+Push
1003922,2,Easy_Shopping,Value,Loyal,1,1,1,0,1,72.6,5.Email+SMS
1003923,7,Healthy_Foodies,Value,Loyal,1,1,1,0,0,39.44,1.Email-only
1003924,1,Easy_Eating,Wellness,Occasional,0,1,0,1,0,116.85,2.Push-only
1003925,4,Easy_Eating,Wellness,Loyal,0,1,1,1,1,63.39,7.Email+Push+SMS
1003926,3,Easy_Eating,Wellness,Loyal,0,1,1,0,0,14.97,1.Email-only
1003927,6,Easy_Shopping,Value,Occasional,0,1,1,1,0,12.48,4.Email+Push
1003928,1,Easy_Eating,Convenience,New,0,0,1,1,0,17.96,4.Email+Push
1003929,7,One_Stop_Low_Price,Convenience,Loyal,0,1,1,1,1,43.54,7.Email+Push+SMS
1003930,3,Easy_Eating,Wellness,Loyal,0,0,1,1,1,23.64,7.Email+Push+SMS
1003932,3,Scratch_Foodies,Family,Occasional,1,0,1,1,0,29.63,4.Email+Push
1003933,1,Easy_Eating,Convenience,Occasional,1,1,1,1,0,43.29,4.Email+Push
1003934,3,Easy_Shopping,Convenience,Loyal,0,0,1,0,0,33.5,1.Email-only
1003935,2,Healthy_Foodies,Premium,New,1,1,0,1,0,26.88,2.Push-only
1003936,2,One_Stop_Low_Price,Premium,Loyal,0,1,1,1,0,166.78,4.Email+Push
1003937,4,Easy_Eating,Value,Occasional,0,1,1,1,0,33.71,4.Email+Push
1003938,3,Easy_Eating,Value,Loyal,0,1,1,0,1,38.48,5.Email+SMS
1003939,1,Easy_Shopping,Value,Lapsing,0,0,1,0,1,54.93,5.Email+SMS
1003940,1,Healthy_Foodies,Wellness,New,0,1,1,1,0,48.62,4.Email+Push
1003942,1,One_Stop_Low_Price,Value,Occasional,0,1,1,1,0,42.96,4.Email+Push
1003943,4,Scratch_Foodies,Convenience,Loyal,0,0,0,1,0,16.93,2.Push-only
